"ID","Title","Content","Category","MediaURL"
"Page_01","Σελίδα 1","ΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚ∆ΟΣΕΩΝ «∆ΙΟΦΑΝΤΟΣ»
ΙΝΣΤΙΤΟΥΤΟ ΕΚΠΑΙ∆ΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ
ΥΠΟΥΡΓΕΙΟ ΠΑΙ∆ΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ
ΘΡΗΣΚΕΥΤΙΚΑ - Β΄ΛΥΚΕΙΟΥ
Χριστιανισμός και θρησκεύματα
ΓΕΝΙΚΗΣ ΠΑΙΔΕΙΑΣ","Β Λυκείου",""
"Page_02","Σελίδα 2","Θρησκευτικά Β΄ Λυκείου
Χριστιανισμός και Θρησκεύματα","Β Λυκείου",""
"Page_03","Σελίδα 3","Βιβλίο μαθητή στα
Θρησκευτικά Β΄ Λυκείου
Χριστιανισμός και Θρησκεύματα
Το βιβλίο μαθητή για τη διδασκαλία του μαθήματος των Θρησκευτικών της Β΄Λυκείου βασίστηκε στο
Προσωρινό Έντυπο Υλικό, «Φάκελος Μαθήματος», Θρησκεία και Κοινωνία, που επιμελήθηκαν οι Ε.
Βουλγαράκη, Σ. Γκαργκάνα και Έ. Ψαρογιώργου, το Προσωρινό Έντυπο Υλικό, «Φάκελος Μαθήματος»,
Θρησκεία και σύγχρονος άνθρωπος, που επιμελήθηκαν οι Κ. Ακανθοπούλου, Μ. Συργιάννη, Δ. Παρθέ­
νου & Α. Χατζηδημητρίου, το Σχολικό Βιβλίο της Β΄Λυκείου των Δ. Δ. Δρίτσα, Α. Ν. Μόσχου και Στυλ. Λ.
Παπαλεξανδρόπουλου, Χριστιανισμός και Θρησκεύματα και σύγχρονα δημοσιευμένα γραπτά και πο­
λυτροπικά κείμενα. 
Δημιουργήθηκε με την ευθύνη της άμισθης Επταμελούς Επιστημονικής Επιτροπής, η οποία συγκροτή­
θηκε από το ΙΕΠ στις 19/12/2019 με σκοπό:
Α) Την εισήγηση για την πλήρη συμμόρφωση των Προγραμμάτων Σπουδών του μαθήματος των Θρη­
σκευτικών με τις αποφάσεις του Σ.τ.Ε., για το χρονικό διάστημα που θα απαιτηθεί μέχρι τη συγγρα­
φή και εφαρμογή των νέων Προγραμμάτων Σπουδών, καθώς και του αντιστοίχου διδακτικού υλι­
κού για το μάθημα των Θρησκευτικών.
Β) Την εισήγηση σχετικά με τους τρόπους και τις μεθόδους εφαρμογής των αποφάσεων του Σ.τ.Ε., του
ΕΔΔΑ και της ΑΠΔΠΧ, όσον αφορά στις υπόλοιπες πτυχές των αποφάσεων αυτών που συνδέονται
με το μάθημα των Θρησκευτικών, με έμφαση στη διατήρηση της υποχρεωτικότητας του μαθήμα­
τος και στη διαδικασία απαλλαγής των μαθητών/ μαθητριών.
Την ευθύνη για την επιμέλεια του παρόντος βιβλίου είχε ως μέλος της επιτροπής ο Μάριος Κουκου­
νάρας Λιάγκης.
Εικόνα Εξωφύλλου και Οπισθοφύλλου: Απόστολος Γιαγιάννος, Μνήμη Νο4­Νυχτερινό, 1998/Μεικτή
τεχνική.
Στο βιβλίο οι μεταφράσεις των κειμένων της Αγίας Γραφής είναι της Βιβλικής Εταιρίας.","Β Λυκείου",""
"Page_04","Σελίδα 4","ΥΠΟΥΡΓΕΙΟ ΠΑΙΔΕΙΑΣ, ΕΡΕΥΝΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ
ΙΝΣΤΙΤΟΥΤΟ ΕΚΠΑΙΔΕΥΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ
ΘΡΗΣΚΕΥΤΙΚΑ Β΄ ΛΥΚΕΙΟΥ
Χριστιανισμός και Θρησκεύματα
ΙΝΣΤΙΤΟΥΤΟ ΤΕΧΝΟΛΟΓΙΑΣ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΕΚΔΟΣΕΩΝ «ΔΙΟΦΑΝΤΟΣ» 
ΑΘΗΝΑ","Β Λυκείου",""
"Page_05","Σελίδα 5","Πρόλογος
Αγαπητοί μαθητές, αγαπητές μαθήτριες,
Το βιβλίο που κρατάτε στα χέρια σας είναι στην πραγματικότητα ένα βιβλίο ερ­
γασίας. Πρόκειται για μια ανθολογία ποικίλων κειμένων (επιλεγμένα από πα­
λαιότερη αλλά και σύγχρονη βιβλιογραφία) και εικαστικού υλικού: φωτογρα­
φίες αλλά και έργα τέχνης παλαιότερων και σύγχρονων καλλιτεχνών τα οποία
θα χρησιμοποιήσετε, για να εργασθείτε και να συνεργασθείτε στην τάξη.
Οι ενότητες δομήθηκαν σύμφωνα με τη φιλοσοφία του νέου Προγράμματος
Σπουδών, τις παιδαγωγικές προϋποθέσεις του, τις μεθόδους διδασκαλίας και
το πλαίσιο αξιολόγησης που προβλέπει. Επιχειρήθηκε να διαμορφωθεί το μά­
θημα των Θρησκευτικών με βάση τις δικές σας ανάγκες στη σύγχρονη κοινωνία
όπου ζείτε, λαμβάνοντας υπόψη τόσο τη γειτονιά σας και το περιβάλλον του
σχολείου σας, τη χώρα μας αλλά και τον μεγάλο και ποικιλόμορφο κόσμο μας.
Στο μάθημα αυτό δεν θα είστε παθητικοί δέκτες∙ μέσα από την ενεργή σας στά­
ση και συμμετοχή στη μαθησιακή διαδικασία, θα κατακτάτε γνώσεις χρήσιμες
και αναγκαίες στο πλαίσιο του θρησκευτικού γραμματισμού, δεξιότητες επικοι­
νωνίας, κατανόησης και συνεργασίας μεταξύ σας, αλλά και θα εμβαθύνετε
στην προσωπική σας αυτογνωσία και την προσωπική τοποθέτηση απέναντι σε
όψεις του θρησκευτικού φαινομένου.
Κάθε ενότητα είναι ένα κίνητρο κι ένα ερέθισμα, μια αφορμή ώστε, σε συνερ­
γασία με τους συμμαθητές και τις συμμαθήτριές σας καθώς και με τον καθηγη­
τή ή την καθηγήτριά σας, να ανακαλύψετε, να διερευνήσετε, να οικοδομήσετε,
να αναλύσετε, να ερμηνεύσετε, να βιώσετε, να μοιραστείτε, να πλουτίσετε και
να αποκτήσετε γνώση και εμπειρία.
Αυτό θα επιτευχθεί μόνο μέσα από τη δική σας ενεργή δράση, αξιοποιώντας
εκτός από τον προφορικό και γραπτό λόγο τις νέες τεχνολογίες και την καλλιτε­
χνική έκφραση. Η διαδικασία ας γίνει αφορμή για να μπορείτε μόνοι σας να
παίρνετε θέση πάνω στα θεμελιώδη θέματα που θα σας απασχολήσουν φέτος.
Εμείς, δεν απομένει παρά να σας ευχηθούμε καλό ταξίδι σε αυτή τη νέα σας
πορεία και καλή επιτυχία στους στόχους που θα θέτετε σε κάθε σταθμό εμπει­
ρίας και γνώσης! Άλλωστε τίποτε δεν χαρίζεται, όλα κατακτιώνται στην παιδεία
όπως και στη ζωή.
4","Β Λυκείου",""
"Page_06","Σελίδα 6","5
εριεχόμενα
1. Ο ΘΕΟΣ
1.1 Η αναζήτηση του Θεού                                                                                  
8
1.2 Η αποκάλυψη του Θεού στον κόσμο                                                           10
1.3 Ο Θεός δημιουργός του κόσμου                                                                  15
1.4 Το μυστήριο του Τριαδικού Θεού                                                                22
1.5 Σχέση ζωής με τον Θεό στην Ορθόδοξη Εκκλησία                                    25
1.6 Ιησούς Χριστός, λυτρωτής και σωτήρας                                                     32
1.7 Το τέλος της ζωής στην Ορθόδοξη χριστιανική παράδοση                     35
2. Η ΠΡΟΣΦΟΡΑ ΤΟΥ ΧΡΙΣΤΙΑΝΙΣΜΟΥ
2.1 Η παράδοση της Ορθόδοξης Εκκλησίας                                                     42
2.2 Η έκφραση της πίστης στην Ορθόδοξη χριστιανική παράδοση             46
2.3 Το χριστιανικό μήνυμα και οι πανανθρώπινες αξίες                                51
2.4 Η υπεράσπιση των ανθρωπίνων δικαιωμάτων                                         60
2.5 Η συγχώρηση ως υπέρβαση στον Χριστιανισμό                                       65
2.6 Ο άλλος για τον χριστιανό                                                                             69
3. Η ΧΡΙΣΤΙΑΝΙΚΗ ΚΟΙΝΟΤΗΤΑ ΣΕ ΕΝΑ ΠΛΟΥΡΑΛΙΣΤΙΚΟ ΚΟΣΜΟ
3.1 Οι χριστιανοί στον δημόσιο χώρο                                                                78
3.2 Η πρόταση της Ορθόδοξης χριστιανικής παράδοσης
για την υπέρβαση των στερεοτύπων                                                          82
3.3 Η χριστιανική κοινότητα σε ένα πολυπολιτισμικό κόσμο                        86
3.4 Ο διάλογος ως άσκηση αγάπης στην Εκκλησία                                         92
3.5 Χριστιανισμός και εκκοσμίκευση                                                                 95
3.6 Το φαινόμενο της αθεΐας                                                                               98
3.7 Το ασύμβατο του χριστιανικού ήθους με τον φανατισμό                       103
3.8 O «δούλος του Θεού» ελεύθερος από κάθε δουλεία                              109
4. ΤΑ ΚΥΡΙΟΤΕΡΑ ΘΡΗΣΚΕΥΜΑΤΑ
4.1 Η αρχαία Ελληνική θρησκεία                                                                        114
4.2 Τα αφρικανικά θρησκεύματα                                                                       117
4.3 Ο Ιουδαϊσμός                                                                                                   120
4.4 Το Ισλάμ                                                                                                            124
4.5 Ο Ινδουισμός                                                                                                    131
4.6 Ο Βουδισμός                                                                                                    136
4.7 Η Κινεζική θρησκεία                                                                                       140
4.8 Η Ιαπωνική θρησκεία                                                                                     143","Β Λυκείου",""
"Page_07","Σελίδα 7","","Β Λυκείου",""
"Page_08","Σελίδα 8","Ο Παντοκράτωρ. Φορητή εικόνα διά χειρός Φωτεινής Παπαντωνίου. Διαστάσεις 1 x 1 μ.
1. Ο ΘΕΟΣ
7","Β Λυκείου",""
"Page_09","Σελίδα 9","Έκφραση εμπειρίας των μαθητών για την αναζήτηση νοήματος στη ζωή
Ας πούμε όλοι και όλες τι μας έρχεται στον νου, όταν ακούμε τη λέξη Θεός.
Θεμελιώδη υπαρξιακά ερωτήματα και η απάντηση της θρησκείας. 
Διαπίστωση της καθολικότητας του θρησκευτικού φαινομένου
Ας σκεφτεί πρώτα ο καθένας και η καθεμία, παρατηρώντας τις παρακάτω εικόνες, τι σκέφτονται και
ποια αισθήματα έχουν οι εικονιζόμενοι/εικονιζόμενες; Γιατί το κάνουν; Στη συνέχεια, ας μοιραστούμε
τις απόψεις μας σε δυάδες και ας προσπαθήσουμε να συμφωνήσουμε. Έπειτα, κάθε δυάδα ας μοιρα­
στεί τα αποτελέσματα της συζήτησης με μία άλλη δυάδα. Στο τέλος, κάθε τετραμελής ομάδα θα ανα­
κοινώσει στην ολομέλεια τι συμφώνησαν ότι σκέφτονται, κάνουν και γιατί το κάνουν οι εικονιζόμε­
νοι/εικονιζόμενες.
Η ανάπτυξη της θρησκευτικότητας
Σε ομάδες ας μελετήσουμε τα παρακάτω κείμενα και ας καταγράψουμε όλες τις έννοιες που σχετίζο­
νται με την ανάπτυξη της θρησκευτικότητας (σχέση με τη θρησκεία). Ας χωρίσουμε τις έννοιες σε ομά­
δες και, αν χρειάζεται, ας προσθέσουμε έννοιες, ώστε να φαίνεται η σύνδεση και η ιεράρχηση που τις
διέπει. Στη συνέχεια, ας τις τοποθετήσουμε σε έναν χάρτη, ανάλογα με την ιεράρχηση και τη σύνδεσή
τους. Αφού παρουσιάσουμε όλες οι ομάδες, κάθε ομάδα θα αναθεωρήσει τον χάρτη της με βάση τη
νέα εμπειρία που απέκτησε. Θα δούμε στο τέλος όλους τους χάρτες και θα τους αξιολογήσουμε με κρι­
τήριο την ακρίβεια, την εμβέλεια του περιεχομένου, καθώς και την οργάνωσή του. [Πόσες έννοιες και
ορθές συνδέσεις περιέχει κάθε χάρτης, είναι γλωσσικά επαρκής η διατύπωση, είναι κατανοητή η ιε­
ράρχηση και η ομαδοποίηση των εννοιών;]
8
Ο Justin Bieber προσεύχεται για τους 
κατοίκους του Παρισιού.
Το πλήρωμα του Apollo 11 προσεύχεται.
Η αθλητρια Priscah Jeptoo από την Κένυα.
1.1. Η ΑΝΑΖΗΤΗΣΗ ΤΟΥ ΘΕΟΥ","Β Λυκείου",""
"Page_10","Σελίδα 10","Τα στάδια της θρησκείας και της θρησκευτικής εμπειρίας
Η θρησκεία αρχίζει με το δέος ενώπιον του Ιερού και κορυφώνεται στην προσωπική συνάντηση,
στη βιωματική σχέση του ανθρώπου με το Άγιο, στην οποία συμμετέχουν νόηση, συναίσθημα, βούλη­
ση, συνειδητό και υποσυνείδητο. [...]
Η θρησκευτική εμπειρία εμφανίζεται ήδη σε πρωτόγονες θρησκευτικές εκφράσεις, όπως η πνευ­
ματοληψία∙ φθάνει σε μυστικές πνευματικές ανατάσεις, για να κορυφωθεί στην υπαρξιακή υπέρβα­
ση, [...] την κοινωνία αγάπης με τον Θεό.
Γιαννουλάτος, Αν., Αρχιεπίσκοπος Αλβανίας (2004). 
Ίχνη από την αναζήτηση του Υπερβατικού. Αθήνα: Ακρίτας, σ. 36.
Οι άνθρωποι διψούν για ένα λόγο αληθινό και μέσα στην Εκκλησία ηχεί ο Λόγος της Αληθείας, δεν
σταματά ποτέ να ενσαρκώνεται μέσα σ’ αυτήν για να μας δοθεί ως τροφή
Οι άνθρωποι τυραννιούνται κρυφά από την ιδέα του θανάτου, ενώ μέσα στην Εκκλησία ανοίγεται
μια άβυσσος αναστάσεως. Η μοναξιά και η βία τσακίζουν την καρδιά του ανθρώπου, ενώ μέσα στην
Εκκλησία είμαστε όλοι «μέλη του σώματος του Χριστού», «αλλήλων μέλη», και η ζωή, η αγάπη, αυτά
που είναι ο ίδιος ο Θεός, δεν ζητούν άλλο παρά να ανταλλάσσονται μεταξύ των ανθρώπων, να πυρ­
πολήσουν την καρδιά τους, να μεταμορφώσουν την «λιθίνην καρδίαν» σε «καρδίαν σαρκίνην». Η νε­
ωτερικότητα θέτει διλήμματα αδιέξοδα: ο Θεός ή ο κόσμος, ο Θεός ή ο άνθρωπος. Μέσα όμως στην
πνοή του Αγίου Πνεύματος, ο κόσμος είναι το δημιούργημα του Θεού, απλώνει ρίζες σ’ αυτόν, και ο
άνθρωπος βρίσκει στον Θεό την πραγματική του ανθρωπινότητα».
Ολιβιέ Κλεμάν (2004), Οι καιροί που καλούν την Εκκλησία,
μτφρ. Κ. Σπαθαράκης, επιμ. Κ. Χιωτέλλη, Αθήνα: Μαΐστρος, σσ. 13­15.
Διατύπωση επιχειρημάτων σε υπαρξιακά ερωτήματα με χρήση και κατάλληλης ορολογίας
Ας αναλάβουμε όλοι και όλες σε δυάδες από έναν ρόλο: 
α) Χριστιανού που εκκλησιάζεται και 
β) Χριστιανού που δεν εκκλησιάζεται. 
Ας σκεφτούμε για λίγα λεπτά με βάση όσα μάθαμε στην ενότητα αυτή επιχειρήματα για το εξής θέμα: 
«Τι δίνει νόημα στη ζωή μου;».
Με βάση τα επιχειρήματά μας ας έρθουμε κάθε δυάδα σε διάλογο.
Στο τέλος, έχει σημασία να πούμε όλοι και όλες: 
1) πώς νιώσαμε 
2) ποια επιχειρήματα είχαν βαρύτητα και γιατί και 
3) ποιο είναι τελικά το νόημα της ζωής.
9","Β Λυκείου",""
